SalesOrderNumber,CustomerKey,OrderDate,OrderQuantity,UnitPrice,SalesAmount,ProductKey,SalesTerritoryKey
SO72408,18513,2008-06-07,1,21.98,21.98,485,4
SO72546,18514,2008-06-09,1,2319.99,2319.99,355,4
SO72546,18514,2008-06-09,1,9.99,9.99,478,4
SO72546,18514,2008-06-09,1,4.99,4.99,477,4
SO72546,18514,2008-06-09,1,54.99,54.99,487,4
SO73156,18515,2008-06-17,1,2319.99,2319.99,355,1
SO73156,18515,2008-06-17,1,35.0,35.0,537,1
SO73156,18515,2008-06-17,1,4.99,4.99,528,1
SO73156,18515,2008-06-17,1,21.98,21.98,485,1
SO73156,18515,2008-06-17,1,4.99,4.99,477,1
SO73156,18515,2008-06-17,1,9.99,9.99,478,1
SO73996,18516,2008-06-28,1,2319.99,2319.99,353,1
SO73996,18516,2008-06-28,1,21.98,21.98,485,1
SO73996,18516,2008-06-28,1,54.99,54.99,487,1
SO73996,18516,2008-06-28,1,7.95,7.95,484,1
SO66461,18517,2008-03-19,1,69.99,69.99,475,1
SO66461,18517,2008-03-19,1,8.99,8.99,225,1
SO73688,18518,2008-06-24,1,2294.99,2294.99,359,1
SO73688,18518,2008-06-24,1,21.98,21.98,485,1
SO73688,18518,2008-06-24,1,8.99,8.99,225,1
SO73688,18518,2008-06-24,1,53.99,53.99,490,1
SO72547,18519,2008-06-09,1,2319.99,2319.99,355,4
SO72547,18519,2008-06-09,1,4.99,4.99,528,4
SO72547,18519,2008-06-09,1,35.0,35.0,537,4
SO72547,18519,2008-06-09,1,2.29,2.29,480,4
SO56294,18520,2007-10-18,1,8.99,8.99,481,4
SO56294,18520,2007-10-18,1,69.99,69.99,475,4
SO54621,18521,2007-09-19,1,69.99,69.99,475,4
SO54621,18521,2007-09-19,1,49.99,49.99,228,4
SO54948,18522,2007-09-25,1,69.99,69.99,474,4
SO54555,18523,2007-09-18,1,69.99,69.99,476,6
SO54555,18523,2007-09-18,1,49.99,49.99,228,6
SO54555,18523,2007-09-18,1,8.99,8.99,225,6
SO63590,18523,2008-02-05,1,21.98,21.98,485,6
SO63590,18523,2008-02-05,1,9.99,9.99,478,6
SO64579,18524,2008-02-20,1,21.98,21.98,485,6
SO64579,18524,2008-02-20,1,53.99,53.99,488,6
SO72152,18524,2008-06-04,1,69.99,69.99,476,6
SO72152,18524,2008-06-04,1,49.99,49.99,234,6
SO72503,18525,2008-06-08,1,1700.99,1700.99,580,6
SO72503,18525,2008-06-08,1,34.99,34.99,214,6
SO73840,18526,2008-06-26,1,2294.99,2294.99,363,4
SO73840,18526,2008-06-26,1,9.99,9.99,478,4
SO73840,18526,2008-06-26,1,4.99,4.99,477,4
SO73840,18526,2008-06-26,1,7.95,7.95,484,4
SO71982,18527,2008-06-01,1,2319.99,2319.99,353,1
SO72406,18528,2008-06-07,1,2294.99,2294.99,361,4
SO72406,18528,2008-06-07,1,21.98,21.98,485,4
SO72406,18528,2008-06-07,1,9.99,9.99,478,4
SO72406,18528,2008-06-07,1,4.99,4.99,477,4
SO72406,18528,2008-06-07,1,49.99,49.99,237,4
SO75103,18529,2008-07-31,1,4.99,4.99,477,5
SO75103,18529,2008-07-31,1,34.99,34.99,217,5
SO52939,18530,2007-08-22,1,4.99,4.99,477,1
SO52939,18530,2007-08-22,1,54.99,54.99,487,1
SO52939,18530,2007-08-22,1,53.99,53.99,490,1
SO66044,18531,2008-03-12,1,4.99,4.99,477,4
SO73232,18532,2008-06-18,1,2294.99,2294.99,359,1
SO73232,18532,2008-06-18,1,35.0,35.0,537,1
SO73232,18532,2008-06-18,1,4.99,4.99,528,1
SO73232,18532,2008-06-18,1,2.29,2.29,480,1
SO73232,18532,2008-06-18,1,7.95,7.95,484,1
SO73756,18533,2008-06-25,1,2319.99,2319.99,353,4
SO73756,18533,2008-06-25,1,21.98,21.98,485,4
SO73756,18533,2008-06-25,1,63.5,63.5,472,4
SO53798,18534,2007-09-04,1,4.99,4.99,477,1
SO53798,18534,2007-09-04,1,49.99,49.99,231,1
SO74295,18535,2008-07-05,1,21.98,21.98,485,6
SO75011,18535,2008-07-28,1,29.99,29.99,536,6
SO70334,18536,2008-05-11,1,4.99,4.99,477,4
SO70334,18536,2008-05-11,1,49.99,49.99,231,4
SO72480,18537,2008-06-08,1,2294.99,2294.99,361,4
SO73754,18538,2008-06-25,1,2319.99,2319.99,353,1
SO73994,18539,2008-06-28,1,2319.99,2319.99,355,4
SO73994,18539,2008-06-28,1,21.98,21.98,485,4
SO73994,18539,2008-06-28,1,9.99,9.99,478,4
SO73994,18539,2008-06-28,1,4.99,4.99,477,4
SO73911,18540,2008-06-27,1,2319.99,2319.99,353,4
SO73911,18540,2008-06-27,1,21.98,21.98,485,4
SO73911,18540,2008-06-27,1,34.99,34.99,222,4
SO73911,18540,2008-06-27,1,24.49,24.49,463,4
SO55523,18541,2007-10-04,1,69.99,69.99,476,6
SO67730,18541,2008-04-06,1,21.98,21.98,485,6
SO67730,18541,2008-04-06,1,2.29,2.29,480,6
SO61747,18542,2008-01-09,1,69.99,69.99,475,1
SO61747,18542,2008-01-09,1,53.99,53.99,489,1
SO68079,18543,2008-04-11,1,1700.99,1700.99,582,4
SO68079,18543,2008-04-11,1,34.99,34.99,222,4
SO51258,18544,2007-07-05,1,1120.49,1120.49,386,6
SO51258,18544,2007-07-05,1,34.99,34.99,214,6
SO67833,18545,2008-04-07,1,1700.99,1700.99,583,1
SO67833,18545,2008-04-07,1,24.99,24.99,539,1
SO56152,18546,2007-10-15,1,4.99,4.99,477,5
SO56152,18546,2007-10-15,1,24.49,24.49,467,5
SO73838,18547,2008-06-26,1,2319.99,2319.99,355,4
SO73838,18547,2008-06-26,1,21.98,21.98,485,4
SO73838,18547,2008-06-26,1,9.99,9.99,478,4
SO67899,18548,2008-04-08,1,1700.99,1700.99,580,4
SO67899,18548,2008-04-08,1,53.99,53.99,488,4
SO53065,18549,2007-08-24,1,1120.49,1120.49,382,6
SO53065,18549,2007-08-24,1,4.99,4.99,477,6
SO53065,18549,2007-08-24,1,8.99,8.99,479,6
SO53065,18549,2007-08-24,1,34.99,34.99,222,6
SO72460,18550,2008-06-08,1,4.99,4.99,477,4
SO72460,18550,2008-06-08,1,34.99,34.99,217,4
SO72460,18550,2008-06-08,1,24.49,24.49,467,4
SO67402,18551,2008-04-01,1,1700.99,1700.99,581,1
SO67402,18551,2008-04-01,1,8.99,8.99,225,1
SO54556,18552,2007-09-18,1,4.99,4.99,477,4
SO67834,18553,2008-04-07,1,1700.99,1700.99,581,1
SO54549,18554,2007-09-18,1,29.99,29.99,536,6
SO54549,18554,2007-09-18,1,4.99,4.99,528,6
SO54549,18554,2007-09-18,1,34.99,34.99,214,6
SO55580,18554,2007-10-05,1,21.98,21.98,485,6
SO55580,18554,2007-10-05,1,63.5,63.5,472,6
SO74489,18555,2008-07-11,1,4.99,4.99,477,4
SO69384,18556,2008-04-30,1,1700.99,1700.99,581,4
SO52611,18557,2007-08-15,1,1120.49,1120.49,384,6
SO52611,18557,2007-08-15,1,49.99,49.99,231,6
SO52611,18557,2007-08-15,1,8.99,8.99,225,6
SO68617,18558,2008-04-19,1,1700.99,1700.99,580,1
SO68617,18558,2008-04-19,1,49.99,49.99,234,1
SO68799,18559,2008-04-22,1,1700.99,1700.99,581,1
SO68799,18559,2008-04-22,1,34.99,34.99,214,1
SO72402,18560,2008-06-07,1,2294.99,2294.99,363,4
SO72402,18560,2008-06-07,1,21.98,21.98,485,4
SO72402,18560,2008-06-07,1,49.99,49.99,234,4
SO74064,18561,2008-06-29,1,2319.99,2319.99,357,4
SO74064,18561,2008-06-29,1,9.99,9.99,478,4
SO74064,18561,2008-06-29,1,4.99,4.99,477,4
SO74064,18561,2008-06-29,1,54.99,54.99,487,4
SO68144,18562,2008-04-12,1,1700.99,1700.99,580,4
SO68144,18562,2008-04-12,1,24.99,24.99,539,4
SO68144,18562,2008-04-12,1,3.99,3.99,529,4
SO68144,18562,2008-04-12,1,2.29,2.29,480,4
SO71549,18563,2008-05-28,1,1700.99,1700.99,582,4
SO71549,18563,2008-05-28,1,49.99,49.99,228,4
SO69641,18564,2008-05-01,1,1700.99,1700.99,581,4
SO69641,18564,2008-05-01,1,8.99,8.99,479,4
SO69641,18564,2008-05-01,1,4.99,4.99,477,4
SO71343,18565,2008-05-25,1,1700.99,1700.99,581,1
SO71343,18565,2008-05-25,1,3.99,3.99,529,1
SO71343,18565,2008-05-25,1,24.99,24.99,539,1
SO71343,18565,2008-05-25,1,34.99,34.99,217,1
SO71343,18565,2008-05-25,1,24.49,24.49,467,1
SO73153,18566,2008-06-17,1,2319.99,2319.99,353,4
SO73153,18566,2008-06-17,1,35.0,35.0,537,4
SO73153,18566,2008-06-17,1,24.49,24.49,467,4
SO70929,18567,2008-05-19,1,1700.99,1700.99,583,4
SO70930,18568,2008-05-19,1,1700.99,1700.99,583,4
SO70930,18568,2008-05-19,1,24.99,24.99,539,4
SO70930,18568,2008-05-19,1,3.99,3.99,529,4
SO70930,18568,2008-05-19,1,2.29,2.29,480,4
SO52344,18569,2007-08-10,1,4.99,4.99,477,1
SO54144,18570,2007-09-10,1,1120.49,1120.49,384,6
SO54144,18570,2007-09-10,1,53.99,53.99,491,6
SO54711,18571,2007-09-20,1,1120.49,1120.49,388,6
SO57870,18572,2007-11-13,1,8.99,8.99,225,4
SO57870,18572,2007-11-13,1,4.99,4.99,477,4
SO58658,18573,2007-11-27,1,4.99,4.99,528,6
SO58658,18573,2007-11-27,1,29.99,29.99,536,6
SO58658,18573,2007-11-27,1,2.29,2.29,480,6
SO61060,18573,2007-12-30,1,21.98,21.98,485,6
SO61060,18573,2007-12-30,1,24.49,24.49,467,6
SO55201,18574,2007-09-30,1,4.99,4.99,477,4
SO55201,18574,2007-09-30,1,34.99,34.99,217,4
SO68425,18575,2008-04-17,1,69.99,69.99,474,4
SO68425,18575,2008-04-17,1,8.99,8.99,482,4
SO70894,18576,2008-05-19,1,8.99,8.99,225,4
SO70894,18576,2008-05-19,1,69.99,69.99,474,4
SO53891,18577,2007-09-06,1,69.99,69.99,476,4
SO72767,18578,2008-06-12,1,2319.99,2319.99,353,4
SO72767,18578,2008-06-12,1,21.98,21.98,485,4
SO72767,18578,2008-06-12,1,9.99,9.99,478,4
SO69336,18579,2008-04-30,1,69.99,69.99,474,1
SO56185,18580,2007-10-15,1,1120.49,1120.49,388,6
SO56185,18580,2007-10-15,1,49.99,49.99,228,6
SO72906,18581,2008-06-14,1,2294.99,2294.99,363,1
SO72906,18581,2008-06-14,1,21.98,21.98,485,1
SO72906,18581,2008-06-14,1,34.99,34.99,222,1
SO73305,18582,2008-06-19,1,2294.99,2294.99,363,1
SO73305,18582,2008-06-19,1,9.99,9.99,478,1
SO73305,18582,2008-06-19,1,8.99,8.99,225,1
SO73305,18582,2008-06-19,1,4.99,4.99,477,1
SO52432,18583,2007-08-12,1,69.99,69.99,475,1
SO52432,18583,2007-08-12,1,49.99,49.99,231,1
SO54061,18584,2007-09-09,1,69.99,69.99,476,1
SO54061,18584,2007-09-09,1,53.99,53.99,491,1
SO69273,18585,2008-04-29,1,69.99,69.99,475,4
SO69273,18585,2008-04-29,1,8.99,8.99,482,4
SO73991,18586,2008-06-28,1,2319.99,2319.99,353,4
SO73991,18586,2008-06-28,1,2.29,2.29,480,4
SO68571,18587,2008-04-19,1,69.99,69.99,476,1
SO67669,18588,2008-04-05,1,69.99,69.99,474,1
SO67669,18588,2008-04-05,1,49.99,49.99,228,1
SO70864,18589,2008-05-18,1,1700.99,1700.99,582,1
SO70864,18589,2008-05-18,1,8.99,8.99,479,1
SO70864,18589,2008-05-18,1,4.99,4.99,477,1
SO70864,18589,2008-05-18,1,53.99,53.99,488,1
SO58441,18590,2007-11-23,1,69.99,69.99,476,4
SO58441,18590,2007-11-23,1,49.99,49.99,231,4
SO53944,18591,2007-09-07,1,69.99,69.99,476,4
SO53944,18591,2007-09-07,1,49.99,49.99,231,4
SO71981,18592,2008-06-01,1,2294.99,2294.99,361,1
SO53846,18593,2007-09-05,1,69.99,69.99,476,1
SO73226,18594,2008-06-18,1,2294.99,2294.99,361,4
SO73226,18594,2008-06-18,1,21.98,21.98,485,4
SO73226,18594,2008-06-18,1,8.99,8.99,225,4
SO69214,18595,2008-04-28,1,2294.99,2294.99,359,6
SO69214,18595,2008-04-28,1,35.0,35.0,537,6
SO71014,18596,2008-05-20,1,1700.99,1700.99,583,4
SO71014,18596,2008-05-20,1,49.99,49.99,234,4
SO71014,18596,2008-05-20,1,24.49,24.49,467,4
SO70931,18597,2008-05-19,1,1700.99,1700.99,580,4
SO70931,18597,2008-05-19,1,34.99,34.99,214,4
SO70931,18597,2008-05-19,1,24.49,24.49,465,4
SO70932,18598,2008-05-19,1,1700.99,1700.99,583,4
SO57763,18599,2007-11-11,1,8.99,8.99,225,1
SO57763,18599,2007-11-11,1,69.99,69.99,475,1
SO59169,18600,2007-12-02,1,21.98,21.98,485,6
SO62106,18600,2008-01-15,1,29.99,29.99,536,6
SO54622,18601,2007-09-19,1,69.99,69.99,475,4
SO55990,18602,2007-10-12,1,69.99,69.99,474,4
SO55990,18602,2007-10-12,1,49.99,49.99,231,4
SO55676,18603,2007-10-06,1,1120.49,1120.49,386,6
SO55676,18603,2007-10-06,1,34.99,34.99,217,6
SO55676,18603,2007-10-06,1,49.99,49.99,234,6
SO52428,18604,2007-08-12,1,4.99,4.99,528,6
SO52428,18604,2007-08-12,1,29.99,29.99,536,6
SO52428,18604,2007-08-12,1,2.29,2.29,480,6
SO73290,18604,2008-06-19,1,21.98,21.98,485,6
SO70004,18605,2008-05-06,1,1700.99,1700.99,582,1
SO70004,18605,2008-05-06,1,34.99,34.99,222,1
SO70588,18606,2008-05-14,1,1700.99,1700.99,583,1
SO70588,18606,2008-05-14,1,49.99,49.99,228,1
SO71621,18607,2008-05-29,1,1700.99,1700.99,580,1
SO71621,18607,2008-05-29,1,49.99,49.99,231,1
SO71550,18608,2008-05-28,1,1700.99,1700.99,581,4
SO71550,18608,2008-05-28,1,4.99,4.99,477,4
SO71550,18608,2008-05-28,1,8.99,8.99,479,4
SO70865,18609,2008-05-18,1,1700.99,1700.99,581,1
SO70865,18609,2008-05-18,1,34.99,34.99,222,1
SO70865,18609,2008-05-18,1,49.99,49.99,231,1
SO73992,18610,2008-06-28,1,2294.99,2294.99,363,4
SO73992,18610,2008-06-28,1,2.29,2.29,480,4
SO72404,18611,2008-06-07,1,2319.99,2319.99,357,1
SO72404,18611,2008-06-07,1,21.98,21.98,485,1
SO72404,18611,2008-06-07,1,9.99,9.99,478,1
SO72404,18611,2008-06-07,1,4.99,4.99,477,1
SO72404,18611,2008-06-07,1,34.99,34.99,222,1
SO64638,18612,2008-02-21,1,69.99,69.99,474,4
SO64638,18612,2008-02-21,1,49.99,49.99,228,4
SO73228,18613,2008-06-18,1,2319.99,2319.99,353,4
SO73228,18613,2008-06-18,1,21.98,21.98,485,4
SO73557,18614,2008-06-22,1,2319.99,2319.99,355,4
SO73004,18615,2008-06-15,1,2319.99,2319.99,355,4
SO73004,18615,2008-06-15,1,9.99,9.99,478,4
SO73004,18615,2008-06-15,1,4.99,4.99,477,4
SO71619,18616,2008-05-29,1,1700.99,1700.99,583,4
SO71619,18616,2008-05-29,1,24.99,24.99,539,4
SO71619,18616,2008-05-29,1,3.99,3.99,529,4
SO56122,18617,2007-10-14,1,1120.49,1120.49,386,6
SO56122,18617,2007-10-14,1,24.99,24.99,539,6
SO56122,18617,2007-10-14,1,2.29,2.29,480,6
SO74902,18618,2008-07-24,1,29.99,29.99,536,7
SO74902,18618,2008-07-24,1,2.29,2.29,480,7
SO62059,18619,2008-01-14,1,3.99,3.99,529,8
SO62059,18619,2008-01-14,1,34.99,34.99,214,8
SO50626,18620,2007-05-30,1,2181.5625,2181.5625,373,10
SO73110,18620,2008-06-17,1,769.49,769.49,587,10
SO73110,18620,2008-06-17,1,49.99,49.99,231,10
SO50511,18621,2007-05-19,1,2443.35,2443.35,369,10
SO54110,18621,2007-09-10,1,539.99,539.99,597,10
SO54110,18621,2007-09-10,1,49.99,49.99,237,10
SO71449,18622,2008-05-27,1,4.99,4.99,528,10
SO71449,18622,2008-05-27,1,24.99,24.99,535,10
SO71449,18622,2008-05-27,1,34.99,34.99,214,10
SO63972,18623,2008-02-11,1,4.99,4.99,528,7
SO63972,18623,2008-02-11,1,29.99,29.99,536,7
SO63972,18623,2008-02-11,1,2.29,2.29,480,7
SO53698,18624,2007-09-02,1,29.99,29.99,536,7
SO50501,18625,2007-05-17,1,2181.5625,2181.5625,377,10
SO68688,18625,2008-04-21,1,539.99,539.99,600,10
SO68688,18625,2008-04-21,1,24.99,24.99,535,10
SO68688,18625,2008-04-21,1,4.99,4.99,528,10
SO68688,18625,2008-04-21,1,2.29,2.29,480,10
SO48668,18626,2006-12-25,1,1000.4375,1000.4375,389,8
SO60739,18626,2007-12-25,1,1214.85,1214.85,579,8
SO60739,18626,2007-12-25,1,49.99,49.99,228,8
SO60739,18626,2007-12-25,1,24.49,24.49,463,8
SO69736,18626,2008-05-03,1,2319.99,2319.99,357,8
SO69736,18626,2008-05-03,1,34.99,34.99,214,8
SO50627,18627,2007-05-30,1,2443.35,2443.35,370,10
SO61043,18627,2007-12-30,1,539.99,539.99,597,10
SO61043,18627,2007-12-30,1,8.99,8.99,225,10
SO61043,18627,2007-12-30,1,34.99,34.99,222,10
SO59315,18628,2007-12-04,1,29.99,29.99,536,7
SO59315,18628,2007-12-04,1,4.99,4.99,528,7
SO59315,18628,2007-12-04,1,34.99,34.99,217,7
SO59315,18628,2007-12-04,1,49.99,49.99,228,7
SO59315,18628,2007-12-04,1,8.99,8.99,225,7
SO64641,18629,2008-02-21,1,24.99,24.99,535,10
SO73216,18630,2008-06-18,1,4.99,4.99,477,7
SO73216,18630,2008-06-18,1,34.99,34.99,214,7
SO73216,18630,2008-06-18,1,8.99,8.99,225,7
SO72306,18631,2008-06-06,1,24.99,24.99,535,10
SO53037,18632,2007-08-24,1,4.99,4.99,528,10
SO53037,18632,2007-08-24,1,24.99,24.99,535,10
SO53037,18632,2007-08-24,1,2.29,2.29,480,10
SO50563,18633,2007-05-24,1,2181.5625,2181.5625,379,10
SO68410,18633,2008-04-17,1,539.99,539.99,597,10
SO68410,18633,2008-04-17,1,21.98,21.98,485,10
SO68410,18633,2008-04-17,1,9.99,9.99,478,10
SO68410,18633,2008-04-17,1,4.99,4.99,477,10
SO68410,18633,2008-04-17,1,34.99,34.99,214,10
SO46193,18634,2006-05-13,1,699.0982,699.0982,342,7
SO69308,18634,2008-04-29,1,1700.99,1700.99,580,7
SO69308,18634,2008-04-29,1,24.99,24.99,539,7
SO69308,18634,2008-04-29,1,2.29,2.29,480,7
SO52754,18635,2007-08-18,1,3.99,3.99,529,8
SO52754,18635,2007-08-18,1,159.0,159.0,486,8
SO65118,18636,2008-02-29,1,3.99,3.99,529,8
SO65118,18636,2008-02-29,1,54.99,54.99,487,8
SO55353,18637,2007-10-01,1,21.98,21.98,485,6
SO55353,18637,2007-10-01,1,9.99,9.99,478,6
SO55353,18637,2007-10-01,1,4.99,4.99,477,6
SO55353,18637,2007-10-01,1,54.99,54.99,487,6
SO69185,18637,2008-04-28,1,29.99,29.99,536,6
SO71342,18638,2008-05-25,1,1700.99,1700.99,580,1
SO71342,18638,2008-05-25,1,34.99,34.99,214,1
SO71342,18638,2008-05-25,1,24.49,24.49,465,1
SO71620,18639,2008-05-29,1,1700.99,1700.99,581,1
SO54062,18640,2007-09-09,1,4.99,4.99,477,1
SO54062,18640,2007-09-09,1,34.99,34.99,217,1
SO55806,18641,2007-10-08,1,1120.49,1120.49,386,6
SO58857,18642,2007-11-30,1,29.99,29.99,536,6
SO58857,18642,2007-11-30,1,4.99,4.99,528,6
SO58857,18642,2007-11-30,1,34.99,34.99,214,6
SO74399,18642,2008-07-08,1,21.98,21.98,485,6
SO74399,18642,2008-07-08,1,9.99,9.99,478,6
SO74399,18642,2008-07-08,1,4.99,4.99,477,6
SO74399,18642,2008-07-08,1,34.99,34.99,214,6
SO74399,18642,2008-07-08,1,49.99,49.99,237,6
SO74399,18642,2008-07-08,1,24.49,24.49,463,6
SO72821,18643,2008-06-13,1,2319.99,2319.99,353,4
SO52747,18644,2007-08-18,1,21.98,21.98,485,6
SO52747,18644,2007-08-18,1,4.99,4.99,477,6
SO52747,18644,2007-08-18,1,9.99,9.99,478,6
SO52747,18644,2007-08-18,1,63.5,63.5,472,6
SO61803,18644,2008-01-10,1,29.99,29.99,536,6
SO61803,18644,2008-01-10,1,4.99,4.99,528,6
SO70306,18645,2008-05-10,1,1700.99,1700.99,580,1
SO70928,18646,2008-05-19,1,1700.99,1700.99,581,4
SO70928,18646,2008-05-19,1,34.99,34.99,217,4
SO61645,18647,2008-01-07,1,539.99,539.99,584,4
SO61645,18647,2008-01-07,1,34.99,34.99,217,4
SO61645,18647,2008-01-07,1,24.49,24.49,467,4
SO64443,18648,2008-02-18,1,539.99,539.99,584,4
SO64443,18648,2008-02-18,1,8.99,8.99,479,4
SO64443,18648,2008-02-18,1,7.95,7.95,484,4
SO64605,18649,2008-02-20,1,539.99,539.99,605,4
SO64605,18649,2008-02-20,1,63.5,63.5,472,4
SO64941,18650,2008-02-26,1,539.99,539.99,605,4
SO64941,18650,2008-02-26,1,21.49,21.49,538,4
SO64046,18651,2008-02-12,1,539.99,539.99,606,1
SO64046,18651,2008-02-12,1,8.99,8.99,479,1
SO64046,18651,2008-02-12,1,4.99,4.99,477,1
SO64046,18651,2008-02-12,1,53.99,53.99,491,1
SO61131,18652,2007-12-31,1,8.99,8.99,225,1
SO61131,18652,2007-12-31,1,4.99,4.99,477,1
SO65789,18653,2008-03-08,1,539.99,539.99,604,1
SO65789,18653,2008-03-08,1,4.99,4.99,477,1
SO65789,18653,2008-03-08,1,8.99,8.99,479,1
SO70587,18654,2008-05-14,1,1700.99,1700.99,582,4
SO70587,18654,2008-05-14,1,24.99,24.99,539,4
SO70587,18654,2008-05-14,1,49.99,49.99,228,4
SO71768,18655,2008-05-31,1,1700.99,1700.99,582,1
SO71768,18655,2008-05-31,1,34.99,34.99,222,1
SO65737,18656,2008-03-07,1,539.99,539.99,584,4
SO65737,18656,2008-03-07,1,24.49,24.49,465,4
SO55991,18657,2007-10-12,1,4.99,4.99,477,4
SO62839,18658,2008-01-27,1,4.99,4.99,477,1
SO62839,18658,2008-01-27,1,53.99,53.99,490,1
SO57809,18659,2007-11-12,1,69.99,69.99,476,4
SO57809,18659,2007-11-12,1,8.99,8.99,481,4
SO70895,18660,2008-05-19,1,69.99,69.99,474,4
SO67925,18661,2008-04-09,1,4.99,4.99,477,1
SO70402,18662,2008-05-12,1,4.99,4.99,477,4
SO70402,18662,2008-05-12,1,34.99,34.99,217,4
SO62716,18663,2008-01-25,1,8.99,8.99,225,4
SO62716,18663,2008-01-25,1,4.99,4.99,477,4
SO52132,18664,2007-08-06,1,4.99,4.99,477,1
SO52132,18664,2007-08-06,1,8.99,8.99,225,1
SO63383,18665,2008-02-02,1,4.99,4.99,477,1
SO63383,18665,2008-02-02,1,54.99,54.99,487,1
SO63383,18665,2008-02-02,1,7.95,7.95,484,1
SO60982,18666,2007-12-29,1,4.99,4.99,477,1
SO60982,18666,2007-12-29,1,53.99,53.99,491,1
SO67601,18667,2008-04-04,1,4.99,4.99,477,4
SO67601,18667,2008-04-04,1,7.95,7.95,484,4
SO74985,18668,2008-07-27,1,4.99,4.99,477,1
SO63846,18669,2008-02-09,1,69.99,69.99,475,4
SO70515,18670,2008-05-13,1,1700.99,1700.99,583,4
SO70515,18670,2008-05-13,1,8.99,8.99,479,4
SO70515,18670,2008-05-13,1,8.99,8.99,225,4
SO70515,18670,2008-05-13,1,4.99,4.99,477,4
SO54060,18671,2007-09-09,1,69.99,69.99,475,4
SO64751,18672,2008-02-23,1,69.99,69.99,475,4
SO64751,18672,2008-02-23,1,49.99,49.99,228,4
SO64751,18672,2008-02-23,1,8.99,8.99,225,4
SO61881,18673,2008-01-11,1,69.99,69.99,476,4
SO61881,18673,2008-01-11,1,49.99,49.99,228,4
SO61881,18673,2008-01-11,1,8.99,8.99,225,4
SO58750,18674,2007-11-28,1,21.98,21.98,485,6
SO75045,18674,2008-07-29,1,69.99,69.99,475,6
SO75045,18674,2008-07-29,1,53.99,53.99,491,6
SO56201,18675,2007-10-16,1,69.99,69.99,474,4
SO56201,18675,2007-10-16,1,8.99,8.99,482,4
SO56201,18675,2007-10-16,1,49.99,49.99,228,4
SO57500,18676,2007-11-06,1,69.99,69.99,475,1
SO57500,18676,2007-11-06,1,49.99,49.99,237,1
SO52176,18677,2007-08-07,1,29.99,29.99,536,6
SO57719,18677,2007-11-10,1,8.99,8.99,225,6
SO57719,18677,2007-11-10,1,21.98,21.98,485,6
SO60211,18678,2007-12-17,1,69.99,69.99,474,4
SO60211,18678,2007-12-17,1,8.99,8.99,481,4
SO71213,18679,2008-05-23,1,1700.99,1700.99,583,1
SO70003,18680,2008-05-06,1,1700.99,1700.99,582,4
SO70003,18680,2008-05-06,1,34.99,34.99,214,4
SO54949,18681,2007-09-25,1,69.99,69.99,475,4
SO67107,18682,2008-03-29,1,69.99,69.99,475,4
SO59672,18683,2007-12-09,1,69.99,69.99,475,4
SO59672,18683,2007-12-09,1,8.99,8.99,481,4
SO70741,18684,2008-05-16,1,1700.99,1700.99,582,4
SO70741,18684,2008-05-16,1,53.99,53.99,490,4
SO62494,18685,2008-01-21,1,21.98,21.98,485,6
SO62494,18685,2008-01-21,1,63.5,63.5,471,6
SO73053,18685,2008-06-16,1,29.99,29.99,536,6
SO73053,18685,2008-06-16,1,8.99,8.99,482,6
SO55157,18686,2007-09-29,1,4.99,4.99,528,6
SO55157,18686,2007-09-29,1,29.99,29.99,536,6
SO55157,18686,2007-09-29,1,34.99,34.99,222,6
SO63582,18686,2008-02-05,1,21.98,21.98,485,6
SO52497,18687,2007-08-13,1,24.49,24.49,467,4
SO52497,18687,2007-08-13,1,69.99,69.99,474,4
SO64327,18688,2008-02-17,1,69.99,69.99,474,1
SO64327,18688,2008-02-17,1,8.99,8.99,225,1
SO59729,18689,2007-12-10,1,8.99,8.99,225,1
SO59729,18689,2007-12-10,1,69.99,69.99,475,1
SO68573,18690,2008-04-19,1,69.99,69.99,475,1
SO68573,18690,2008-04-19,1,49.99,49.99,237,1
SO45019,18691,2005-12-29,1,3578.27,3578.27,313,9
SO54804,18691,2007-09-22,1,2443.35,2443.35,378,9
SO54804,18691,2007-09-22,1,4.99,4.99,477,9
SO54804,18691,2007-09-22,1,8.99,8.99,479,9
SO54804,18691,2007-09-22,1,34.99,34.99,222,9
SO44985,18692,2005-12-24,1,3578.27,3578.27,311,9
SO53653,18692,2007-09-01,1,2443.35,2443.35,380,9
SO53653,18692,2007-09-01,1,8.99,8.99,479,9
SO53653,18692,2007-09-01,1,4.99,4.99,477,9
SO44860,18693,2005-12-08,1,3578.27,3578.27,310,9
SO54649,18693,2007-09-19,1,2443.35,2443.35,378,9
SO44824,18694,2005-12-03,1,3578.27,3578.27,312,9
SO53822,18694,2007-09-04,1,2443.35,2443.35,374,9
SO53822,18694,2007-09-04,1,8.99,8.99,479,9
SO53822,18694,2007-09-04,1,4.99,4.99,477,9
SO44813,18695,2005-12-02,1,3578.27,3578.27,312,9
SO55025,18695,2007-09-26,1,2443.35,2443.35,380,9
SO55025,18695,2007-09-26,1,7.95,7.95,484,9
SO44897,18696,2005-12-13,1,3578.27,3578.27,314,9
SO53970,18696,2007-09-07,1,2443.35,2443.35,374,9
SO53970,18696,2007-09-07,1,8.99,8.99,479,9
SO53970,18696,2007-09-07,1,4.99,4.99,477,9
